12/19/2023 1:44:32 PM: 40.08201724269475
12/19/2023 1:44:32 PM: 40.08201724269475
12/19/2023 1:44:32 PM: 40.08201724269475
12/19/2023 1:44:32 PM: 40.08201724269475
12/19/2023 1:44:32 PM: 40.08201724269475
12/19/2023 1:44:32 PM: 40.08201724269475
12/19/2023 1:44:32 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:33 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:34 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:35 PM: 40.08201724269475
12/19/2023 1:44:36 PM: 40.08201724269475
12/19/2023 1:44:36 PM: 40.08201724269475
12/19/2023 1:44:36 PM: 40.08201724269475
12/19/2023 1:44:36 PM: 40.08201724269475
12/19/2023 1:44:36 PM: 39.38773174639506
