12/19/2023 1:58:08 PM: 38.62668802929733: 20.532539864194703
12/19/2023 1:58:09 PM: 38.62668802929733: 20.50583657587549
12/19/2023 1:58:09 PM: 38.62668802929733: 20.503166247043566
12/19/2023 1:58:09 PM: 38.62668802929733: 20.51651789120318
12/19/2023 1:58:09 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:09 PM: 38.62668802929733: 20.508506904707403
12/19/2023 1:58:09 PM: 38.62668802929733: 20.532539864194703
12/19/2023 1:58:09 PM: 38.62668802929733: 20.513847562371254
12/19/2023 1:58:09 PM: 38.62668802929733: 20.532539864194703
12/19/2023 1:58:09 PM: 38.62668802929733: 20.497825589379715
12/19/2023 1:58:09 PM: 38.62668802929733: 20.513847562371254
12/19/2023 1:58:09 PM: 38.62668802929733: 20.521858548867016
12/19/2023 1:58:09 PM: 38.62668802929733: 20.487144274052028
12/19/2023 1:58:09 PM: 38.62668802929733: 20.489814602883953
12/19/2023 1:58:10 PM: 38.62668802929733: 20.489814602883953
12/19/2023 1:58:10 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:10 PM: 38.62668802929733: 20.487144274052028
12/19/2023 1:58:10 PM: 38.62668802929733: 20.489814602883953
12/19/2023 1:58:10 PM: 38.62668802929733: 20.521858548867016
12/19/2023 1:58:10 PM: 38.62668802929733: 20.50583657587549
12/19/2023 1:58:10 PM: 38.62668802929733: 20.508506904707403
12/19/2023 1:58:10 PM: 38.62668802929733: 20.51918822003509
12/19/2023 1:58:10 PM: 38.62668802929733: 20.508506904707403
12/19/2023 1:58:10 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:10 PM: 38.62668802929733: 20.487144274052028
12/19/2023 1:58:10 PM: 38.62668802929733: 20.508506904707403
12/19/2023 1:58:10 PM: 38.62668802929733: 20.51918822003509
12/19/2023 1:58:11 PM: 38.62668802929733: 20.497825589379715
12/19/2023 1:58:11 PM: 38.62668802929733: 20.479133287556266
12/19/2023 1:58:11 PM: 38.62668802929733: 20.51918822003509
12/19/2023 1:58:11 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:11 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:11 PM: 38.62668802929733: 20.503166247043566
12/19/2023 1:58:11 PM: 38.62668802929733: 20.49248493171588
12/19/2023 1:58:11 PM: 38.62668802929733: 20.527199206530867
12/19/2023 1:58:11 PM: 38.62668802929733: 20.49248493171588
12/19/2023 1:58:11 PM: 38.62668802929733: 20.52452887769894
12/19/2023 1:58:11 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:11 PM: 38.62668802929733: 20.532539864194703
12/19/2023 1:58:11 PM: 38.62668802929733: 20.51117723353933
12/19/2023 1:58:12 PM: 38.62668802929733: 20.508506904707403
12/19/2023 1:58:12 PM: 38.62668802929733: 20.52452887769894
12/19/2023 1:58:12 PM: 38.62668802929733: 20.487144274052028
12/19/2023 1:58:12 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:12 PM: 38.62668802929733: 20.495155260547804
12/19/2023 1:58:12 PM: 38.62668802929733: 20.489814602883953
12/19/2023 1:58:12 PM: 38.62668802929733: 20.503166247043566
12/19/2023 1:58:12 PM: 38.62668802929733: 20.497825589379715
12/19/2023 1:58:12 PM: 38.62668802929733: 20.489814602883953
12/19/2023 1:58:12 PM: 38.62668802929733: 20.513847562371254
12/19/2023 1:58:12 PM: 38.62668802929733: 20.51651789120318
12/19/2023 1:58:12 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:12 PM: 38.62668802929733: 20.48180361638819
12/19/2023 1:58:13 PM: 38.62668802929733: 20.52452887769894
12/19/2023 1:58:13 PM: 38.62668802929733: 20.50583657587549
12/19/2023 1:58:13 PM: 38.62668802929733: 20.487144274052028
12/19/2023 1:58:13 PM: 38.62668802929733: 20.47646295872434
12/19/2023 1:58:13 PM: 38.62668802929733: 20.495155260547804
12/19/2023 1:58:13 PM: 38.62668802929733: 20.50049591821164
12/19/2023 1:58:13 PM: 38.62668802929733: 20.513847562371254
12/19/2023 1:58:13 PM: 38.62668802929733: 20.508506904707403
